nome,data_julgamento,data_publicacao,Decisão,Legislação,Observação,Ementa,partes,link,Indexação,Acórdãos no mesmo sentido,Doutrina
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur423461/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur118684/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur252206/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur95246/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur117952/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur90935/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur99178/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur117718/false,,,
,,,,,,,,https://jurisprudencia.stf.jus.br/pages/search/sjur118575/false,,,
